date,customer_id,payment_method,delivery_status,duration,no_of_orders,amount
07/03/2022,4aa4328a,Transfer,Delivered,,0,2450
07/03/2022,96331f45,POS,Pickup,,1,1000
07/03/2022,ce140879,Cash,Delivered,,2,2000
07/03/2022,fc9679f5,Cash,Delivered,,2,5700
07/03/2022,bdd91900,Transfer,Delivered,,0,5400
07/03/2022,40b21daa,Cash,Delivered,,0,3700
07/03/2022,339cd037,Transfer,Delivered,,1,2100
07/03/2022,635ca203,Transfer,Pickup,,0,1100
07/03/2022,d5581f56,Cash,Delivered,,0,3800
07/03/2022,366519c8,Cash,Delivered,,0,2600
07/03/2022,7e8c6106,Transfer,Delivered,,0,2600
07/03/2022,7739529b,Cash,Delivered,,3,3000
07/03/2022,82821182,Transfer,Delivered,,1,2100
07/03/2022,ff64493a,Transfer,Delivered,,3,3000
07/03/2022,2e2aa684,Cash,Delivered,,1,5300
07/03/2022,060db3d5,Cash,Delivered,,1,2100
07/03/2022,a6530470,Cash,Delivered,,2,2300
07/03/2022,7ccdc602,Transfer,Pickup,,0,4400
07/03/2022,1da85954,POS,Pickup,,0,2700
07/03/2022,41b69305,POS,Pickup,,0,1100
07/03/2022,ede96136,Transfer,Delivered,,0,1100
07/03/2022,52a6b219,Transfer,Delivered,,2,2000
07/03/2022,ecba531a,Cash,Delivered,,0,1100
07/03/2022,690f09e3,Cash,Delivered,,0,2700
07/03/2022,6f320335,Cash,Delivered,,2,4000
07/03/2022,938fe5bd,Cash,Delivered,,1,1000
07/03/2022,ab9af382,Cash,Delivered,,1,3000
07/03/2022,126fb7d7,Cash,Delivered,,2,2000
07/03/2022,5f4b630f,POS,Delivered,,0,4400
07/03/2022,1f3030f6,Transfer,Delivered,,0,2100
07/03/2022,eb23944c,Cash,Delivered,,1,2000
07/03/2022,74ac8a30,Transfer,Delivered,,1,2000
07/03/2022,1c71d575,Transfer,Delivered,,2,3000
07/03/2022,9e762c44,Cash,Delivered,,0,2700
07/03/2022,f5f00de0,Cash,Delivered,,0,3800
07/03/2022,e9d31478,Transfer,Pickup,,3,3000
07/03/2022,6d86d3f1,Transfer,Pickup,,1,3700
07/03/2022,8b1398e6,Transfer,Delivered,,0,1000
07/03/2022,e3be4c55,Transfer,Delivered,,1,6600
07/03/2022,4d2b78fd,Cash,Delivered,,0,40500
07/03/2022,49855d51,Transfer,Delivered,,2,2000
07/03/2022,39d450a1,Cash,Delivered,,2,4100
07/03/2022,6c7bf31d,Cash,Delivered,,1,2000
07/03/2022,c43de17a,Cash,Delivered,,1,2100
07/03/2022,b1755f51,Cash,Delivered,,1,1000
07/03/2022,71b2c74e,Transfer,Delivered,,0,2200
07/03/2022,dcb4124a,Transfer,Pickup,,2,2000
07/03/2022,f8de882b,Cash,Delivered,,0,45700
07/03/2022,27b03516,Transfer,Delivered,,3,3000
07/03/2022,b3cc1b27,Transfer,Pickup,,0,1000
07/03/2022,514eea05,Transfer,Pickup,,0,3700
07/03/2022,c8824f1d,Transfer,Pickup,,1,9700
07/03/2022,17883242,Transfer,Delivered,,0,1100
07/03/2022,fa95b426,Transfer,Delivered,,1,2000
07/03/2022,6cd5c0d0,Transfer,Pickup,,2,2300
07/03/2022,f35de928,Transfer,Delivered,,1,2000
07/03/2022,10a53fe1,Cash,Delivered,,1,5000
07/03/2022,60f67624,Cash,Delivered,,1,2100
07/03/2022,0cacc63a,Cash,Delivered,,1,1000
07/03/2022,641192e8,Cash,Delivered,,1,1000
07/03/2022,11a88920,Transfer,Delivered,,1,2100
07/03/2022,d42580f2,Transfer,Pickup,,1,2000
07/03/2022,20f507f6,Cash,Delivered,,0,1100
07/10/2022,3ee35aaa,Cash,Delivered,,2,1650
07/10/2022,3de937fd,Cash,Delivered,,1,1000
07/10/2022,ad707f0b,Transfer,Delivered,,1,2000
07/10/2022,ae0876a3,Cash,Delivered,,2,5600
07/10/2022,05c9f911,Cash,Delivered,,1,2000
07/10/2022,425c40f4,Transfer,Delivered,,1,3100
07/10/2022,d34b89a9,Transfer,Delivered,,1,2000
07/10/2022,2ac1fa46,Transfer,Delivered,,2,3000
07/10/2022,c4ca39a7,Cash,Delivered,,0,5400
07/10/2022,5df9409c,Cash,Delivered,,2,3000
07/10/2022,cb4c951a,Transfer,Delivered,,2,3000
07/10/2022,e30396cb,Cash,Delivered,,1,1000
07/10/2022,6868f3ac,Transfer,Pickup,,0,1100
07/10/2022,7a2e6711,Cash,Delivered,,1,2000
07/10/2022,f8f474ec,Cash,Delivered,,2,3000
07/10/2022,c22ca03e,Cash,Delivered,,1,2000
07/10/2022,163391e1,Cash,Delivered,,2,2000
07/10/2022,0035752f,POS,Pickup,,1,2000
07/10/2022,1f6769c2,Cash,Delivered,,3,4000
07/10/2022,ed71ff10,Cash,Delivered,,1,2000
07/10/2022,9da12b85,Transfer,Delivered,,3,4000
07/10/2022,205bc8f6,Transfer,Delivered,,2,3000
07/10/2022,1e774375,Transfer,Delivered,,2,2000
07/10/2022,e24a85a8,Transfer,Pickup,,1,12000
07/10/2022,ddce2ce1,Cash,Delivered,,1,1000
07/10/2022,108f797a,Cash,Delivered,,2,3000
07/10/2022,cda1108d,Cash,Delivered,,2,3000
07/10/2022,6161537d,Transfer,Delivered,,2,3000
07/10/2022,4ad48f51,Cash,Delivered,,2,3000
07/10/2022,5fc383c3,Transfer,Delivered,,1,1000
07/10/2022,c9e05ffb,Cash,Delivered,,2,2000
07/10/2022,4ac04aa9,Cash,Delivered,,1,2000
07/10/2022,93c2a293,Cash,Delivered,,1,1000
07/10/2022,dbfd08b6,POS,Pickup,,2,3300
07/10/2022,057a0fc1,Cash,Delivered,,1,2000
07/10/2022,b424944f,Transfer,Delivered,,1,2000
07/10/2022,c8726451,Cash,Delivered,,1,2000
07/10/2022,b11b9677,Cash,Delivered,,1,4000
07/10/2022,eb20af9a,Cash,Delivered,,1,1000
07/10/2022,eeaf3419,Transfer,Delivered,,1,1000
07/10/2022,44c36943,Transfer,Pickup,,2,5000
07/10/2022,56ae87bc,Transfer,Delivered,,1,2000
07/10/2022,f0146fa3,Cash,Delivered,,1,2000
07/10/2022,e563ae63,Transfer,Delivered,,2,3000
07/10/2022,14f9559b,Cash,Delivered,,1,4000
07/17/2022,9b696eac,Cash,Delivered,,1,1000
07/17/2022,8320a1d4,Cash,Delivered,,2,2000
07/17/2022,3a26ba9e,Cash,Delivered,,3,3675
07/17/2022,7d40e548,Cash,Delivered,,1,1000
07/17/2022,9d09927b,Transfer,Delivered,,1,2000
07/17/2022,6098ca9e,Cash,Delivered,,1,2000
07/17/2022,cb2f0a64,Transfer,Delivered,,2,2000
07/17/2022,cc9d84f0,POS,Pickup,,3,4000
07/17/2022,c3be7acf,Transfer,Delivered,,2,8000
07/17/2022,75b74055,Cash,Delivered,,1,1000
07/17/2022,d71a1b75,POS,Pickup,,1,1000
07/17/2022,a9c1797e,Transfer,Delivered,,2,3000
07/17/2022,e8678dba,Transfer,Delivered,,2,4000
07/17/2022,a7ff5d6b,Transfer,Delivered,,1,1000
07/17/2022,ca171d9b,Transfer,Delivered,,1,1000
07/17/2022,969299f5,Cash,Delivered,,1,2000
07/17/2022,a538b9c9,Transfer,Delivered,,1,2000
07/17/2022,07853ec0,Transfer,Delivered,,1,2000
07/17/2022,dad9e74a,Cash,Delivered,,1,750
07/17/2022,7d5d9678,POS,Pickup,,1,3000
07/17/2022,709835e6,Transfer,Delivered,,2,3000
07/17/2022,2d3d16cf,Transfer,Delivered,,1,2000
07/17/2022,0247f9a3,Cash,Delivered,,1,2000
07/17/2022,b8f9d295,Cash,Delivered,,2,2000
07/17/2022,8a474a9b,Transfer,Delivered,,3,3000
07/17/2022,c8b40b45,Cash,Delivered,,1,1000
07/17/2022,85119473,Cash,Cancelled,,2,2000
07/17/2022,2f5fcbb9,Cash,Delivered,,1,2000
07/17/2022,f32830fa,Transfer,Delivered,,4,5000
07/17/2022,aad4a872,Transfer,Delivered,,1,3000
07/17/2022,3aa8dbf0,Cash,Delivered,,2,3000
07/17/2022,c4741347,Cash,Delivered,,1,1000
07/17/2022,a032fc8d,Transfer,Delivered,,2,6000
07/17/2022,ed98de9f,Cash,Delivered,,3,7000
07/17/2022,f9490c32,Cash,Delivered,,2,3000
07/17/2022,a108d6ae,Transfer,Delivered,,2,2000
07/17/2022,d96b9b22,Transfer,Cancelled,,4,4000
07/17/2022,32cb9582,Transfer,Delivered,,4,4000
07/17/2022,12ffbe1a,Transfer,Delivered,,1,1000
07/17/2022,8857f6de,POS,Pickup,,1,2000
07/17/2022,3deadee1,Cash,Delivered,,1,1000
07/17/2022,563bcb2b,POS,Pickup,,2,2000
07/17/2022,9bea3c52,Transfer,Delivered,,2,3000
07/17/2022,bc77b2da,POS,Pickup,,4,4400
07/17/2022,364c9b0c,POS,Pickup,,1,1000
07/17/2022,5a034402,POS,Pickup,,1,2000
07/17/2022,4618e6f2,Cash,Delivered,,1,2000
07/17/2022,c08bde3a,Cash,Delivered,,3,4000
07/17/2022,b714d169,Cash,Delivered,,1,2000
07/17/2022,c5c2cd86,Cash,Delivered,,3,4000
07/24/2022,fbcaa7d8,Transfer,Delivered,,2,4000
07/24/2022,9db5aa57,Cash,Delivered,,1,1000
07/24/2022,14ddedea,Cash,Delivered,,1,2000
07/24/2022,2bf60c27,Cash,Delivered,,2,5000
07/24/2022,04f278b6,Cash,Delivered,,1,2000
07/24/2022,2e03ffa0,Cash,Delivered,,1,4000
07/24/2022,546213ed,Transfer,Delivered,,2,2000
07/24/2022,0ac0dd4c,Transfer,Delivered,,2,5000
07/24/2022,7138f528,POS,Pickup,,1,1000
07/24/2022,56e6657b,POS,Pickup,,1,2000
07/24/2022,d0b17a33,POS,Pickup,,1,2000
07/24/2022,c7d847a9,POS,Pickup,,1,2000
07/24/2022,b3ec0190,Transfer,Delivered,,2,4000
07/24/2022,0ae4796e,POS,Pickup,,1,2000
07/24/2022,4a27d71a,Transfer,Delivered,,2,3000
07/24/2022,1968fb88,Transfer,Delivered,,3,14000
07/24/2022,db8e7e5b,Transfer,Delivered,,4,6000
07/24/2022,609bfa16,Cash,Delivered,,2,2000
07/24/2022,70f2ddc1,Cash,Delivered,,1,1000
07/24/2022,c81d635f,Transfer,Delivered,,1,2000
07/24/2022,92fa0cc4,Cash,Pickup,,2,3000
07/24/2022,0b475e5d,Cash,Delivered,,3,12000
07/24/2022,c63bcaf7,Transfer,Delivered,,1,4000
07/24/2022,58a543cb,Transfer,Delivered,,1,2000
07/24/2022,2644e32d,Transfer,Delivered,,2,4000
07/24/2022,074efd86,Transfer,Delivered,,2,3000
07/24/2022,3f45ffca,Cash,Delivered,,2,4000
07/24/2022,d560edeb,Transfer,Delivered,,1,1000
07/24/2022,19ddb1a9,Transfer,Pickup,,1,2000
07/24/2022,5ba6c897,Transfer,Pickup,,2,4000
07/24/2022,6e14b053,Cash,Delivered,,2,3000
07/24/2022,a311fc94,Cash,Delivered,,2,2000
07/24/2022,7e8f96a2,Cash,Delivered,,1,1000
07/24/2022,66fa927a,Transfer,Delivered,,1,1000
07/24/2022,13699ee7,Cash,Delivered,,2,3000
07/24/2022,05b3a81b,Transfer,Delivered,,2,2000
07/24/2022,1160236d,Cash,Delivered,,2,3000
07/24/2022,4deae841,Transfer,Delivered,,1,2000
07/24/2022,e62ee876,Transfer,Delivered,,2,3000
07/24/2022,bcdca56e,Cash,Delivered,,1,1000
07/24/2022,62797074,Transfer,Delivered,,2,3000
07/24/2022,c5dc7a31,Transfer,Delivered,,1,2000
07/31/2022,0c9de200,Cash,Delivered,,1,1000
07/31/2022,e94c95bc,Cash,Delivered,,5,10000
07/31/2022,b29241dc,Cash,Delivered,,2,5000
07/31/2022,a61c138a,Transfer,Delivered,,2,3000
07/31/2022,3bb50469,Cash,Delivered,,3,3000
07/31/2022,3f870882,Transfer,Delivered,,1,1000
07/31/2022,f2863c3e,Transfer,Delivered,,1,4000
07/31/2022,5f5923fb,Transfer,Delivered,,2,3000
07/31/2022,b1cee881,Cash,Delivered,,2,3000
07/31/2022,659e0b96,Transfer,Delivered,,1,2000
07/31/2022,5510288c,Transfer,Delivered,,1,2000
07/31/2022,b7b8d717,Cash,Delivered,,1,2000
07/31/2022,496c554a,Cash,Delivered,,1,2000
07/31/2022,3c8e4b22,Transfer,Pickup,,1,2000
07/31/2022,2ed849de,Cash,Delivered,,2,2000
07/31/2022,f003bda1,Transfer,Pickup,,3,4000
07/31/2022,b1835a49,Cash,Delivered,,2,1100
07/31/2022,bfcec227,Transfer,Delivered,,2,3000
07/31/2022,7548c00b,Cash,Delivered,,2,3000
07/31/2022,c4b005b8,Cash,Delivered,,1,2000
07/31/2022,70e57d5a,Transfer,Delivered,,2,3000
07/31/2022,17f5fbf4,Transfer,Pickup,,1,2000
07/31/2022,08d9fddc,Cash,Delivered,,1,1000
07/31/2022,93ca4321,Transfer,Delivered,,1,6000
07/31/2022,ba8ef6c5,Cash,Delivered,,2,2000
07/31/2022,7796e30c,Transfer,Delivered,,2,3000
07/31/2022,1bc94c83,Transfer,Pickup,,2,2000
07/31/2022,4efec846,Transfer,Delivered,,1,1000
07/31/2022,40f0fe50,Transfer,Delivered,,1,1000
07/31/2022,5bb7239a,Transfer,Pickup,,2,2000
07/31/2022,726b60f5,Transfer,Pickup,,1,4000
07/31/2022,c7458ebb,Transfer,Pickup,,2,18000
07/31/2022,268926aa,Transfer,Pickup,,2,3000
08/07/2022,d3811ab6,Transfer,Delivered,,2,2000
08/07/2022,ee8cfee5,Cash,Delivered,,2,3000
08/07/2022,4df2ae56,Transfer,Delivered,,2,3000
08/07/2022,e257ca96,Transfer,Delivered,,2,3000
08/07/2022,85135622,Cash,Delivered,,2,3000
08/07/2022,d393af72,Cash,Delivered,,1,2000
08/07/2022,9d2d68a6,Transfer,Delivered,,2,2000
08/07/2022,6f078984,Cash,Delivered,,1,4000
08/07/2022,3f8fa706,Cash,Delivered,,1,1000
08/07/2022,755083e3,Transfer,Delivered,,1,2000
08/07/2022,780fbdb5,Transfer,Delivered,,2,3000
08/07/2022,63d7d445,Transfer,Pickup,,2,3000
08/07/2022,0ccbc0f8,POS,Pickup,,1,1000
08/07/2022,8fb6ea8d,Transfer,Pickup,,1,1000
08/07/2022,78f09784,POS,Pickup,,2,2000
08/07/2022,a69c88b7,Transfer,Pickup,,2,2000
08/07/2022,df4569cb,Cash,Delivered,,1,2000
08/07/2022,59e99462,Transfer,Delivered,,4,5000
08/07/2022,129a81b2,Transfer,Delivered,,1,6000
08/07/2022,3e649ea9,Cash,Delivered,,2,3000
08/07/2022,2b3c3bc2,Transfer,Delivered,,2,3000
08/07/2022,834f67f4,Cash,Delivered,,1,2000
08/07/2022,df70f086,Transfer,Delivered,,2,3000
08/07/2022,6e99e48a,Cash,Delivered,,1,1000
08/07/2022,f412f521,Transfer,Delivered,,2,3000
08/07/2022,ada2865d,POS,Pickup,,2,4000
08/07/2022,f7c61c4a,POS,Pickup,,1,4000
08/07/2022,aaabcc18,Transfer,Delivered,,1,2000
08/07/2022,195a58d0,Transfer,Delivered,,2,3000
08/07/2022,a32b607f,Transfer,Delivered,,2,3000
08/07/2022,2ee366c4,Transfer,Delivered,,1,4000
08/07/2022,22974670,Cash,Delivered,,1,2000
08/07/2022,f9279ec1,Transfer,Delivered,,4,7000
08/14/2022,7c99dafe,Transfer,Delivered,,1,2000
08/14/2022,c4865670,Transfer,Pickup,,2,2000
08/14/2022,a0ddb020,Transfer,Delivered,,2,4000
08/14/2022,cf987495,POS,Pickup,,1,4000
08/14/2022,262e8248,Cash,Delivered,,2,8000
08/14/2022,4ed41bd1,POS,Pickup,,2,3000
08/14/2022,32bccf59,Transfer,Pickup,,2,3000
08/14/2022,95a68e2f,POS,Pickup,,1,1000
08/14/2022,3825d07d,POS,Pickup,,1,1000
08/14/2022,5f05ae08,Transfer,Pickup,,1,1000
08/14/2022,9bb9de53,Cash,Delivered,,1,2000
08/14/2022,83acc5b5,Transfer,Delivered,,2,2000
08/14/2022,e2977fef,Cash,Delivered,,2,3000
08/14/2022,a94e6f73,Transfer,Delivered,,3,4000
08/14/2022,e5d1a94a,Transfer,Delivered,,2,3000
08/14/2022,c63fccb1,Transfer,Delivered,,1,2000
08/14/2022,c13bf0ee,Cash,Delivered,,1,2000
08/14/2022,46bf6842,Transfer,Delivered,,1,2000
08/14/2022,77dfba0f,Transfer,Delivered,,2,2000
08/14/2022,663c6c8f,Cash,Delivered,,1,4000
08/14/2022,c7c99e83,Cash,Delivered,,1,1000
08/14/2022,fe290f24,Cash,Delivered,,3,3000
08/14/2022,fc0e95f3,Cash,Delivered,,1,2000
08/14/2022,df2d5690,Cash,Pickup,,2,3000
08/14/2022,1bdca2b1,Cash,Delivered,,1,1000
08/14/2022,5f3da046,Transfer,Delivered,,1,2000
08/14/2022,086307e4,POS,Pickup,,2,2000
08/14/2022,616a84da,Transfer,Delivered,,2,3000
08/14/2022,9d9a49b8,Transfer,Delivered,,2,3000
08/14/2022,e1760762,Transfer,Delivered,,2,3000
08/14/2022,ebb47f5d,Cash,Delivered,,2,3000
08/14/2022,47942a47,Transfer,Delivered,,1,2000
08/14/2022,1482b853,Transfer,Delivered,,2,3000
08/14/2022,267b573c,Transfer,Delivered,,1,2000
08/14/2022,39a47b58,POS,Pickup,,1,2000
08/14/2022,d94b33e9,Cash,Delivered,,3,3000
08/14/2022,72229f9f,Cash,Delivered,,2,2000
08/14/2022,f616d2a0,POS,Pickup,,1,2000
08/14/2022,b06707c8,Transfer,Delivered,,1,6000
08/14/2022,0f495865,Transfer,Delivered,,1,2000
08/14/2022,60970120,Transfer,Delivered,,2,2000
08/21/2022,87ea848b,Transfer,Delivered,,2,1800
08/21/2022,db6e4948,Transfer,Delivered,,2,2700
08/21/2022,af3ab902,Transfer,Delivered,,1,900
08/21/2022,5f15038c,Transfer,Cancelled,,4,4500
08/21/2022,35746970,Transfer,Delivered,,1,1800
08/21/2022,664b1a3b,POS,Pickup,,1,1800
08/21/2022,bffb133c,Cash,Cancelled,,2,5400
08/21/2022,02e7d7a4,Transfer,Delivered,,3,3600
08/21/2022,bd1e2666,Cash,Delivered,,2,6700
08/21/2022,6b54b650,POS,Pickup,,2,4600
08/21/2022,09187e8b,Transfer,Pickup,,1,1800
08/21/2022,8f96ac85,Transfer,Pickup,,1,5400
08/21/2022,d55b52d5,Transfer,Pickup,,1,1800
08/21/2022,29e9792a,Transfer,Pickup,,6,8100
08/21/2022,0abdbffa,Transfer,Pickup,,1,1800
08/21/2022,fd24b3ff,POS,Pickup,,1,1800
08/21/2022,ed1850bb,Transfer,Pickup,,3,5400
08/21/2022,785aa792,POS,Pickup,,1,3600
08/21/2022,9d66284a,Transfer,Delivered,,2,1800
08/21/2022,af9d368d,Cash,Delivered,,1,1800
08/21/2022,9cfbb404,Transfer,Delivered,,1,900
08/21/2022,f5d54fab,Transfer,Delivered,,3,4500
08/21/2022,32fd05de,Transfer,Delivered,,2,2700
08/21/2022,975db958,Transfer,Delivered,,2,3600
08/21/2022,7b3c3da8,Transfer,Delivered,,1,900
08/21/2022,78da3262,Transfer,Delivered,,2,1800
08/21/2022,854aa4a3,Cash,Delivered,,1,5800
08/21/2022,2dd03106,Transfer,Delivered,,1,2800
08/28/2022,ba0d60a0,Cash,Delivered,,1,900
08/28/2022,7716c16d,Transfer,Delivered,,2,3700
08/28/2022,57d0de90,Transfer,Delivered,,3,5600
08/28/2022,c6874784,Transfer,Delivered,,1,1800
08/28/2022,36e45db1,Transfer,Delivered,,1,1900
08/28/2022,2bb12b92,Cash,Delivered,,2,2800
08/28/2022,d5793c73,Transfer,Delivered,,2,2700
08/28/2022,f8eeb016,Cash,Delivered,,1,3500
08/28/2022,6717ea0b,Transfer,Delivered,,2,2700
08/28/2022,11597993,Transfer,Delivered,,1,1900
08/28/2022,fcb6a5b6,Cash,Delivered,,2,2800
08/28/2022,7b018b43,Cash,Delivered,,2,2700
08/28/2022,dc9c683b,Transfer,Delivered,,1,9500
08/28/2022,ddb1b992,Transfer,Pickup,,1,5600
08/28/2022,7efca20c,Transfer,Pickup,,1,1900
08/28/2022,a1b8dc2a,POS,Pickup,,2,1800
08/28/2022,f3deb000,Cash,Delivered,,1,1800
08/28/2022,8bdf3c87,Transfer,Delivered,,3,6550
08/28/2022,72ae2915,Transfer,Delivered,,1,900
08/28/2022,e0240c51,Transfer,Delivered,,1,900
08/28/2022,99ff69a6,Transfer,Delivered,,1,1900
08/28/2022,2c56e221,Transfer,Delivered,,1,2900
08/28/2022,38e60313,Transfer,Delivered,,2,2700
08/28/2022,0a5d8171,Transfer,Delivered,,3,2700
08/28/2022,00f0f1b8,Transfer,Delivered,,4,10400
08/28/2022,203675fb,Cash,Delivered,,2,4700
08/28/2022,02bab948,Transfer,Delivered,,4,3600
08/28/2022,d5cd3fff,Transfer,Delivered,,2,3700
08/28/2022,8539d56e,Transfer,Delivered,,2,2700
08/28/2022,1ebd1b41,Cash,Delivered,,1,900
08/28/2022,73e016ea,Transfer,Delivered,,3,5500
08/28/2022,0c6ba134,Transfer,Delivered,,4,6300
08/28/2022,ff5dda61,Transfer,Delivered,,5,10900
08/28/2022,e3b4ca5e,Cash,Delivered,,2,2700
08/28/2022,fac838c0,POS,Pickup,,2,2800
08/28/2022,2cf616bf,POS,Pickup,,1,1900
08/28/2022,392f9544,POS,Pickup,,4,5400
08/28/2022,addedbbd,POS,Pickup,,1,1900
08/28/2022,98a62ec1,POS,Pickup,,1,1800
08/28/2022,be47ffd2,POS,Pickup,,1,1800
07/25/2022,458c9550,Transfer,Pickup,,3,4500
07/25/2022,c4b5a60b,Transfer,Delivered,41,3,2700
07/25/2022,fdf42c2d,Transfer,Pickup,,1,1800
07/25/2022,70498db6,Transfer,Pickup,,3,4500
07/25/2022,07461970,Transfer,Delivered,16,2,3600
07/25/2022,15152a0e,Transfer,Delivered,54,1,900
07/25/2022,125f4716,Transfer,Pickup,,1,900
07/25/2022,4126b771,Transfer,Pickup,,2,1800
07/26/2022,4a385b56,Transfer,Delivered,54,2,2700
07/26/2022,949cce5d,Transfer,Delivered,55,4,5400
07/26/2022,393aca62,Transfer,Delivered,32,1,1800
07/26/2022,41c03e99,Transfer,Pickup,,1,900
07/26/2022,6fd26709,Transfer,Pickup,,2,3600
07/27/2022,83dc2d5c,Transfer,Pickup,,1,1800
07/27/2022,e5dd15a8,Transfer,Pickup,,3,2700
07/27/2022,4088c4ac,Transfer,Delivered,,1,900
07/28/2022,d69083f6,Transfer,Delivered,15,2,4500
07/28/2022,d79cf01a,Transfer,Pickup,,1,1800
07/28/2022,5d880d3f,Transfer,Pickup,,2,2700
07/28/2022,963fee86,Transfer,Pickup,,1,2700
07/29/2022,d22b2b73,Transfer,Delivered,90,2,2700
07/29/2022,09dbbcb9,Transfer,Delivered,57,2,2100
07/29/2022,d6bf1afb,Transfer,Pickup,,2,2700
07/29/2022,8c3d99c8,Transfer,Pickup,,1,900
07/30/2022,407c93d6,Transfer,Delivered,60,1,900
07/30/2022,534230a9,Transfer,Delivered,22,1,2100
07/30/2022,802cbf4d,Transfer,Delivered,52,2,2100
07/30/2022,583f2045,Transfer,Delivered,45,2,2100
07/30/2022,855ec814,Transfer,Pickup,,1,900
08/01/2022,d633ef84,Transfer,Delivered,50,2,3000
08/01/2022,5b79b158,Transfer,Pickup,,1,1800
08/01/2022,75e8ad13,Transfer,Delivered,27,2,4800
08/01/2022,fe044fbf,Transfer,Delivered,43,1,1200
08/01/2022,94c0bdb8,Transfer,Pickup,,2,3600
08/01/2022,42b78f2d,Transfer,Pickup,,1,1800
08/01/2022,3a6ca144,Transfer,Pickup,,3,5400
08/01/2022,ca8d66cc,Transfer,Pickup,,1,900
08/01/2022,230dade0,Transfer,Pickup,,2,1800
08/02/2022,e1411e03,Transfer,Pickup,,2,1800
08/02/2022,db0b0850,Transfer,Pickup,,1,1800
08/02/2022,22dbc89d,Transfer,Delivered,18,1,1200
08/02/2022,e8075d23,Transfer,Pickup,,0,2700
08/02/2022,e3321c3b,Transfer,Pickup,,1,900
08/02/2022,c35b1c12,Transfer,Pickup,,1,900
08/03/2022,49e70602,Transfer,Delivered,18,1,2100
08/03/2022,666f3f59,Transfer,Pickup,,4,5400
08/03/2022,20d8a035,Transfer,Pickup,,2,2700
08/03/2022,0490da7b,Transfer,Delivered,32,1,2100
08/04/2022,99136f06,Transfer,Pickup,,2,1800
08/04/2022,7895fc92,Transfer,Delivered,48,1,2100
08/04/2022,15c20914,Transfer,Delivered,20,4,4800
08/05/2022,db30a790,Transfer,Pickup,,2,1800
08/05/2022,0b4d8b73,Transfer,Delivered,20,1,1800
08/06/2022,a154dc40,Transfer,Pickup,,3,5400
08/06/2022,854580f5,Transfer,Pickup,,1,3600
08/06/2022,c4e305e2,Transfer,Pickup,,1,1800
08/08/2022,25ec2190,Transfer,Pickup,,1,3600
08/08/2022,95184316,Transfer,Pickup,,2,2700
08/08/2022,c8ae0a48,Transfer,Pickup,,2,3600
08/09/2022,645a56b6,Transfer,Delivered,10,1,2100
08/09/2022,1b9ad235,Transfer,Delivered,14,1,1200
08/09/2022,e60d3db7,Transfer,Delivered,54,1,2100
08/09/2022,e56623f2,Transfer,Pickup,,2,2700
08/09/2022,7d7cb1ff,Transfer,Delivered,27,1,2100
08/09/2022,8bcf3d12,Transfer,Delivered,,2,3000
08/09/2022,4ec41e87,Transfer,Pickup,,1,1800
08/10/2022,33c6f686,Transfer,Delivered,,1,1200
08/10/2022,a843c854,Transfer,Pickup,,1,900
08/10/2022,4f8abc7d,Transfer,Pickup,,1,1800
08/11/2022,6eda2b56,Transfer,Pickup,,3,4500
08/11/2022,116d172a,Transfer,Pickup,,1,1800
08/11/2022,f504d9b7,Transfer,Pickup,,1,1800
08/11/2022,5a6aac0d,Transfer,Pickup,,1,1800
08/12/2022,ed7c569e,Transfer,Delivered,30,2,3000
08/12/2022,d434d6aa,Transfer,Delivered,40,5,4800
08/12/2022,a112b7f8,Transfer,Delivered,13,1,2100
08/12/2022,d5494230,Transfer,Pickup,,5,5400
08/12/2022,ddd50eff,Transfer,Delivered,40,2,2100
08/12/2022,f54022df,Transfer,Pickup,,1,900
08/12/2022,26ebdcc3,Transfer,Delivered,155,1,900
08/12/2022,3df0f7ed,Transfer,Pickup,,1,900
08/13/2022,f1b71998,Transfer,Pickup,,1,900
08/13/2022,35a7f61b,Transfer,Delivered,55,1,2100
08/13/2022,69668d4d,Transfer,Pickup,,3,3600
08/13/2022,85a481b9,Transfer,Pickup,,1,900
08/13/2022,7f178139,Transfer,Pickup,,2,1800
08/15/2022,50bb592c,Transfer,Delivered,8,2,3000
08/15/2022,758d0f02,Transfer,Delivered,15,3,3900
08/15/2022,de7d57fb,Transfer,Pickup,,2,3600
08/16/2022,9d288f47,Transfer,Delivered,10,1,1200
08/16/2022,a9edf240,Transfer,Delivered,13,1,1200
08/16/2022,5b1bec3d,Transfer,Delivered,10,2,3900
08/16/2022,25e2cf51,Transfer,Delivered,33,1,2100
08/16/2022,a627dbee,Transfer,Pickup,,3,3600
08/17/2022,46d826c3,Transfer,Delivered,30,2,2100
08/18/2022,e7d44867,Transfer,Pickup,,1,900
08/19/2022,a09bc219,Transfer,Delivered,38,1,1800
08/19/2022,3b31674d,Transfer,Pickup,,2,1800
08/19/2022,4feacae3,Transfer,Pickup,,2,2700
08/19/2022,a61444ff,Transfer,Pickup,,1,1800
08/20/2022,0b3cc6bf,Transfer,Pickup,,2,1800
08/20/2022,7fa9c89b,Transfer,Pickup,,2,2900
08/20/2022,44b862a9,Transfer,Pickup,,2,2300
08/20/2022,5b677557,Transfer,Delivered,25,2,2800
08/20/2022,d7f4fa3f,Transfer,Pickup,,3,2700
08/20/2022,a2116965,Transfer,Delivered,14,3,2700
